Calling PickFoodCalling CalcBlobCentersCleanInterior: i=0, j=1
CleanInterior: i=30, j=10
CleanInterior: i=30, j=11
CleanInterior: i=30, j=12
CleanInterior: i=30, j=13
CleanInterior: i=30, j=14
CleanInterior: i=30, j=15
CleanInterior: i=30, j=16
CleanInterior: i=30, j=17
CleanInterior: i=30, j=18
CleanInterior: i=30, j=19
CleanInterior: i=30, j=20
CleanInterior: i=30, j=21
CleanInterior: i=30, j=22
CleanInterior: i=30, j=23
CleanInterior: i=30, j=24
CleanInterior: i=30, j=25
CleanInterior: i=30, j=26
CleanInterior: i=30, j=27
CleanInterior: i=30, j=28
CleanInterior: i=30, j=29
CleanInterior: i=30, j=31
CleanInterior: i=30, j=32
CleanInterior: i=30, j=33
CleanInterior: i=30, j=34
CleanInterior: i=30, j=35
CleanInterior: i=30, j=36
CleanInterior: i=30, j=37
CleanInterior: i=30, j=38
CleanInterior: i=30, j=39
CleanInterior: i=30, j=40
CleanInterior: i=30, j=41
CleanInterior: i=30, j=42
CleanInterior: i=31, j=0
CleanInterior: i=31, j=1
CleanInterior: i=31, j=2
CleanInterior: i=31, j=3
CleanInterior: i=31, j=4
CleanInterior: i=31, j=5
CleanInterior: i=31, j=6
CleanInterior: i=31, j=7
CleanInterior: i=31, j=8
CleanInterior: i=31, j=9
CleanInterior: i=31, j=10
CleanInterior: i=31, j=11
CleanInterior: i=31, j=12
CleanInterior: i=31, j=13
CleanInterior: i=31, j=14
CleanInterior: i=31, j=15
CleanInterior: i=31, j=16
CleanInterior: i=31, j=17
CleanInterior: i=31, j=18
CleanInterior: i=31, j=19
CleanInterior: i=31, j=20
CleanInterior: i=31, j=21
CleanInterior: i=31, j=22
CleanInterior: i=31, j=23
CleanInterior: i=31, j=24
CleanInterior: i=31, j=25
CleanInterior: i=31, j=26
CleanInterior: i=31, j=27
CleanInterior: i=31, j=28
CleanInterior: i=31, j=29
CleanInterior: i=31, j=30
CleanInterior: i=31, j=32
CleanInterior: i=31, j=33
CleanInterior: i=31, j=34
CleanInterior: i=31, j=35
CleanInterior: i=31, j=36
CleanInterior: i=31, j=37
CleanInterior: i=31, j=38
CleanInterior: i=31, j=39
CleanInterior: i=31, j=40
CleanInterior: i=31, j=41
CleanInterior: i=31, j=42
CleanInterior: i=32, j=0
CleanInterior: i=32, j=1
CleanInterior: i=32, j=2
CleanInterior: i=32, j=3
CleanInterior: i=32, j=4
CleanInterior: i=32, j=5
CleanInterior: i=32, j=6
CleanInterior: i=32, j=7
CleanInterior: i=32, j=8
CleanInterior: i=32, j=9
CleanInterior: i=32, j=10
CleanInterior: i=32, j=11
CleanInterior: i=32, j=12
CleanInterior: i=32, j=13
CleanInterior: i=32, j=14
CleanInterior: i=32, j=15
CleanInterior: i=32, j=16
CleanInterior: i=32, j=17
CleanInterior: i=32, j=18
CleanInterior: i=32, j=19
CleanInterior: i=32, j=20
CleanInterior: i=32, j=21
CleanInterior: i=32, j=22
CleanInterior: i=32, j=23
CleanInterior: i=32, j=24
CleanInterior: i=32, j=25
CleanInterior: i=32, j=26
CleanInterior: i=32, j=27
CleanInterior: i=32, j=28
CleanInterior: i=32, j=29
CleanInterior: i=32, j=30
CleanInterior: i=32, j=31
CleanInterior: i=32, j=33
CleanInterior: i=32, j=34
CleanInterior: i=32, j=35
CleanInterior: i=32, j=36
CleanInterior: i=32, j=37
CleanInterior: i=32, j=38
CleanInterior: i=32, j=39
CleanInterior: i=32, j=40
CleanInterior: i=32, j=41
CleanInterior: i=32, j=42
CleanInterior: i=33, j=0
CleanInterior: i=33, j=1
CleanInterior: i=33, j=2
CleanInterior: i=33, j=3
CleanInterior: i=33, j=4
CleanInterior: i=33, j=5
CleanInterior: i=33, j=6
CleanInterior: i=33, j=7
CleanInterior: i=33, j=8
CleanInterior: i=33, j=9
CleanInterior: i=33, j=10
CleanInterior: i=33, j=11
CleanInterior: i=33, j=12
CleanInterior: i=33, j=13
CleanInterior: i=33, j=14
CleanInterior: i=33, j=15
CleanInterior: i=33, j=16
CleanInterior: i=33, j=17
CleanInterior: i=33, j=18
CleanInterior: i=33, j=19
CleanInterior: i=33, j=20
CleanInterior: i=33, j=21
CleanInterior: i=33, j=22
CleanInterior: i=33, j=23
CleanInterior: i=33, j=24
CleanInterior: i=33, j=25
CleanInterior: i=33, j=26
CleanInterior: i=33, j=27
CleanInterior: i=33, j=28
CleanInterior: i=33, j=29
CleanInterior: i=33, j=30
CleanInterior: i=33, j=31
CleanInterior: i=33, j=32
CleanInterior: i=33, j=34
CleanInterior: i=33, j=35
CleanInterior: i=33, j=36
CleanInterior: i=33, j=37
CleanInterior: i=33, j=38
CleanInterior: i=33, j=39
CleanInterior: i=33, j=40
CleanInterior: i=33, j=41
CleanInterior: i=33, j=42
CleanInterior: i=34, j=0
CleanInterior: i=34, j=1
CleanInterior: i=34, j=2
CleanInterior: i=34, j=3
CleanInterior: i=34, j=4
CleanInterior: i=34, j=5
CleanInterior: i=34, j=6
CleanInterior: i=34, j=7
CleanInterior: i=34, j=8
CleanInterior: i=34, j=9
CleanInterior: i=34, j=10
CleanInterior: i=34, j=11
CleanInterior: i=34, j=12
CleanInterior: i=34, j=13
CleanInterior: i=34, j=14
CleanInterior: i=34, j=15
CleanInterior: i=34, j=16
CleanInterior: i=34, j=17
CleanInterior: i=34, j=18
CleanInterior: i=34, j=19
CleanInterior: i=34, j=20
CleanInterior: i=34, j=21
CleanInterior: i=34, j=22
CleanInterior: i=34, j=23
CleanInterior: i=34, j=24
CleanInterior: i=34, j=25
CleanInterior: i=34, j=26
CleanInterior: i=34, j=27
CleanInterior: i=34, j=28
CleanInterior: i=34, j=29
CleanInterior: i=34, j=30
CleanInterior: i=34, j=31
CleanInterior: i=34, j=32
CleanInterior: i=34, j=33
CleanInterior: i=34, j=35
CleanInterior: i=34, j=36
CleanInterior: i=34, j=37
CleanInterior: i=34, j=38
CleanInterior: i=34, j=39
CleanInterior: i=34, j=40
CleanInterior: i=34, j=41
CleanInterior: i=34, j=42
REMOVED: j=1, ConnectedColor:16,155,52, XY:175,322
REMOVED: j=1, ConnectedColor:16,155,52, XY:176,323
REMOVED: j=1, ConnectedColor:16,155,52, XY:177,324
REMOVED: j=1, ConnectedColor:16,155,52, XY:177,325
REMOVED: j=1, ConnectedColor:16,155,52, XY:177,326
REMOVED: j=1, ConnectedColor:16,155,52, XY:177,327
REMOVED: j=1, ConnectedColor:16,155,52, XY:177,328
REMOVED: j=1, ConnectedColor:16,155,52, XY:178,329
REMOVED: j=1, ConnectedColor:16,155,52, XY:178,330
REMOVED: j=1, ConnectedColor:16,155,52, XY:178,331
REMOVED: j=1, ConnectedColor:16,155,52, XY:179,332
REMOVED: j=1, ConnectedColor:16,155,52, XY:179,333
REMOVED: j=1, ConnectedColor:16,155,52, XY:179,334
REMOVED: j=1, ConnectedColor:16,155,52, XY:180,335
REMOVED: j=1, ConnectedColor:16,155,52, XY:180,336
REMOVED: j=1, ConnectedColor:16,155,52, XY:180,337
REMOVED: j=1, ConnectedColor:16,155,52, XY:180,338
REMOVED: j=1, ConnectedColor:16,155,52, XY:181,339
REMOVED: j=1, ConnectedColor:16,155,52, XY:182,340
REMOVED: j=1, ConnectedColor:16,155,52, XY:182,341
REMOVED: j=1, ConnectedColor:16,155,52, XY:182,342
REMOVED: j=1, ConnectedColor:16,155,52, XY:183,343
REMOVED: j=1, ConnectedColor:16,155,52, XY:183,344
REMOVED: j=1, ConnectedColor:16,155,52, XY:183,345
REMOVED: j=1, ConnectedColor:16,155,52, XY:184,346
REMOVED: j=1, ConnectedColor:16,155,52, XY:184,347
REMOVED: j=1, ConnectedColor:16,155,52, XY:184,348
REMOVED: j=1, ConnectedColor:16,155,52, XY:185,349
REMOVED: j=1, ConnectedColor:16,155,52, XY:185,350
REMOVED: j=1, ConnectedColor:16,155,52, XY:186,351
REMOVED: j=1, ConnectedColor:16,155,52, XY:186,352
REMOVED: j=1, ConnectedColor:16,155,52, XY:187,353
REMOVED: j=1, ConnectedColor:16,155,52, XY:187,354
REMOVED: j=1, ConnectedColor:16,155,52, XY:188,355
REMOVED: j=1, ConnectedColor:16,155,52, XY:188,356
REMOVED: j=1, ConnectedColor:16,155,52, XY:189,357
REMOVED: j=1, ConnectedColor:16,155,52, XY:189,358
REMOVED: j=1, ConnectedColor:16,155,52, XY:189,359
REMOVED: j=1, ConnectedColor:16,155,52, XY:190,360
REMOVED: j=1, ConnectedColor:16,155,52, XY:191,361
REMOVED: j=1, ConnectedColor:16,155,52, XY:191,362
REMOVED: j=1, ConnectedColor:16,155,52, XY:192,363
REMOVED: j=1, ConnectedColor:16,155,52, XY:192,364
REMOVED: j=1, ConnectedColor:16,155,52, XY:193,365
REMOVED: j=1, ConnectedColor:16,155,52, XY:194,366
REMOVED: j=1, ConnectedColor:16,155,52, XY:194,367
REMOVED: j=1, ConnectedColor:16,155,52, XY:194,368
REMOVED: j=1, ConnectedColor:16,155,52, XY:194,369
REMOVED: j=1, ConnectedColor:16,155,52, XY:194,370
REMOVED: j=1, ConnectedColor:16,155,52, XY:194,371
REMOVED: j=1, ConnectedColor:16,155,52, XY:195,372
REMOVED: j=1, ConnectedColor:16,155,52, XY:196,373
REMOVED: j=1, ConnectedColor:16,155,52, XY:197,374
REMOVED: j=1, ConnectedColor:16,155,52, XY:196,375
REMOVED: j=1, ConnectedColor:16,155,52, XY:198,376
REMOVED: j=1, ConnectedColor:16,155,52, XY:199,377
REMOVED: j=1, ConnectedColor:16,155,52, XY:200,378
REMOVED: j=1, ConnectedColor:16,155,52, XY:200,379
REMOVED: j=1, ConnectedColor:16,155,52, XY:201,380
REMOVED: j=1, ConnectedColor:16,155,52, XY:202,381
REMOVED: j=1, ConnectedColor:16,155,52, XY:203,382
REMOVED: j=1, ConnectedColor:16,155,52, XY:203,383
REMOVED: j=1, ConnectedColor:16,155,52, XY:204,384
REMOVED: j=1, ConnectedColor:16,155,52, XY:204,385
REMOVED: j=1, ConnectedColor:16,155,52, XY:205,386
REMOVED: j=1, ConnectedColor:16,155,52, XY:206,387
REMOVED: j=1, ConnectedColor:16,155,52, XY:207,388
REMOVED: j=1, ConnectedColor:16,155,52, XY:208,389
REMOVED: j=1, ConnectedColor:16,155,52, XY:209,390
REMOVED: j=1, ConnectedColor:16,155,52, XY:210,391
REMOVED: j=1, ConnectedColor:16,155,52, XY:210,392
REMOVED: j=1, ConnectedColor:16,155,52, XY:211,393
REMOVED: j=1, ConnectedColor:16,155,52, XY:212,394
REMOVED: j=1, ConnectedColor:16,155,52, XY:213,395
REMOVED: j=1, ConnectedColor:16,155,52, XY:214,396
REMOVED: j=1, ConnectedColor:16,155,52, XY:215,397
REMOVED: j=1, ConnectedColor:16,155,52, XY:216,398
REMOVED: j=1, ConnectedColor:16,155,52, XY:217,399
REMOVED: j=1, ConnectedColor:16,155,52, XY:218,400
REMOVED: j=1, ConnectedColor:16,155,52, XY:219,401
REMOVED: j=1, ConnectedColor:16,155,52, XY:220,402
REMOVED: j=1, ConnectedColor:16,155,52, XY:221,403
REMOVED: j=1, ConnectedColor:16,155,52, XY:222,404
REMOVED: j=1, ConnectedColor:16,155,52, XY:223,405
REMOVED: j=1, ConnectedColor:16,155,52, XY:224,406
REMOVED: j=1, ConnectedColor:16,155,52, XY:226,407
REMOVED: j=1, ConnectedColor:16,155,52, XY:227,408
REMOVED: j=1, ConnectedColor:16,155,52, XY:228,409
REMOVED: j=1, ConnectedColor:16,155,52, XY:229,410
REMOVED: j=1, ConnectedColor:16,155,52, XY:230,411
REMOVED: j=1, ConnectedColor:16,155,52, XY:232,412
REMOVED: j=1, ConnectedColor:16,155,52, XY:233,413
REMOVED: j=1, ConnectedColor:16,155,52, XY:234,414
REMOVED: j=1, ConnectedColor:16,155,52, XY:235,415
REMOVED: j=1, ConnectedColor:16,155,52, XY:236,416
REMOVED: j=1, ConnectedColor:16,155,52, XY:238,417
REMOVED: j=1, ConnectedColor:16,155,52, XY:239,418
REMOVED: j=1, ConnectedColor:16,155,52, XY:241,419
REMOVED: j=1, ConnectedColor:16,155,52, XY:242,420
REMOVED: j=1, ConnectedColor:16,155,52, XY:243,421
REMOVED: j=1, ConnectedColor:16,155,52, XY:244,422
REMOVED: j=1, ConnectedColor:16,155,52, XY:246,423
REMOVED: j=1, ConnectedColor:16,155,52, XY:248,424
REMOVED: j=1, ConnectedColor:16,155,52, XY:249,425
REMOVED: j=1, ConnectedColor:16,155,52, XY:252,426
REMOVED: j=1, ConnectedColor:16,155,52, XY:254,427
REMOVED: j=1, ConnectedColor:16,155,52, XY:255,428
REMOVED: j=1, ConnectedColor:16,155,52, XY:258,429
REMOVED: j=1, ConnectedColor:16,155,52, XY:259,430
REMOVED: j=1, ConnectedColor:16,155,52, XY:261,431
REMOVED: j=1, ConnectedColor:16,155,52, XY:263,432
REMOVED: j=1, ConnectedColor:16,155,52, XY:264,433
REMOVED: j=1, ConnectedColor:16,155,52, XY:267,434
REMOVED: j=1, ConnectedColor:16,155,52, XY:269,435
REMOVED: j=1, ConnectedColor:16,155,52, XY:272,436
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,437
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,438
REMOVED: j=1, ConnectedColor:16,155,52, XY:279,439
REMOVED: j=1, ConnectedColor:16,155,52, XY:284,440
REMOVED: j=1, ConnectedColor:16,155,52, XY:286,441
REMOVED: j=1, ConnectedColor:16,155,52, XY:288,442
REMOVED: j=1, ConnectedColor:16,155,52, XY:296,443
REMOVED: j=1, ConnectedColor:16,155,52, XY:296,444
REMOVED: j=1, ConnectedColor:16,155,52, XY:304,445
REMOVED: j=1, ConnectedColor:16,155,52, XY:311,446
REMOVED: j=1, ConnectedColor:16,155,52, XY:320,447
REMOVED: j=1, ConnectedColor:16,155,52, XY:312,448
REMOVED: j=1, ConnectedColor:16,155,52, XY:340,449
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,450
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,451
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,452
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,453
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,454
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,455
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,456
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,457
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,458
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,459
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,460
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,461
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,462
REMOVED: j=1, ConnectedColor:16,155,52, XY:276,463
REMOVED: j=1, ConnectedColor:16,155,52, XY:277,464
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,465
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,466
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,467
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,468
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,469
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,470
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,471
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,472
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,473
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,474
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,475
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,476
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,477
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,478
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,479
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,480
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,481
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,482
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,483
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,484
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,485
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,486
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,487
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,488
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,489
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,490
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,491
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,492
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,493
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,494
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,495
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,496
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,497
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,498
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,499
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,500
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,501
REMOVED: j=0, ConnectedColor:9,227,53, XY:340,501
REMOVED: j=0, ConnectedColor:9,227,53, XY:377,501
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,502
REMOVED: j=0, ConnectedColor:9,227,53, XY:351,502
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,502
REMOVED: j=1, ConnectedColor:16,155,52, XY:278,503
REMOVED: j=0, ConnectedColor:9,227,53, XY:304,503
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,503
REMOVED: j=0, ConnectedColor:9,227,53, XY:286,504
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,504
REMOVED: j=0, ConnectedColor:9,227,53, XY:286,505
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,505
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,506
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,506
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,507
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,507
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,508
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,508
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,509
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,509
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,510
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,510
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,511
REMOVED: j=0, ConnectedColor:9,227,53, XY:379,511
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,512
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,513
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,514
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,515
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,516
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,517
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,518
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,519
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,520
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,521
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,522
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,523
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,524
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,525
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,526
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,527
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,528
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,529
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,530
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,531
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,532
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,533
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,534
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,535
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,536
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,537
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,538
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,539
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,540
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,541
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,542
REMOVED: j=0, ConnectedColor:9,227,53, XY:282,543
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,544
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,545
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,546
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,547
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,548
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,549
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,550
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,551
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,552
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,553
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,554
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,555
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,556
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,557
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,558
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,559
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,560
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,561
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,562
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,563
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,564
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,565
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,566
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,567
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,568
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,569
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,570
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,571
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,572
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,573
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,574
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,575
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,576
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,577
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,578
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,579
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,580
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,581
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,582
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,583
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,584
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,585
REMOVED: j=0, ConnectedColor:9,227,53, XY:283,586
REMOVED: j=0, ConnectedColor:9,227,53, XY:284,587
REMOVED: j=0, ConnectedColor:9,227,53, XY:284,587
REMOVED: j=0, ConnectedColor:9,227,53, XY:285,588
REMOVED: j=0, ConnectedColor:9,227,53, XY:285,588
REMOVED: j=1, ConnectedColor:16,155,52, XY:175,322
REMOVED: j=1, ConnectedColor:16,155,52, XY:176,323
REMOVED: j=1, ConnectedColor:16,155,52, XY:177,328
REMOVED: j=1, ConnectedColor:16,155,52, XY:178,331
REMOVED: j=1, ConnectedColor:16,155,52, XY:179,334
REMOVED: j=1, ConnectedColor:16,155,52, XY:180,338
REMOVED: j=1, ConnectedColor:16,155,52, XY:181,339
REMOVED: j=1, ConnectedColor:16,155,52, XY:182,342
REMOVED: j=1, ConnectedColor:16,155,52, XY:183,345
REMOVED: j=1, ConnectedColor:16,155,52, XY:184,348
REMOVED: j=1, ConnectedColor:16,155,52, XY:185,350
REMOVED: j=1, ConnectedColor:16,155,52, XY:186,352
REMOVED: j=1, ConnectedColor:16,155,52, XY:187,354
REMOVED: j=1, ConnectedColor:16,155,52, XY:188,356
REMOVED: j=1, ConnectedColor:16,155,52, XY:189,359
REMOVED: j=1, ConnectedColor:16,155,52, XY:190,360
REMOVED: j=1, ConnectedColor:16,155,52, XY:191,362
REMOVED: j=1, ConnectedColor:16,155,52, XY:192,364
REMOVED: j=1, ConnectedColor:16,155,52, XY:193,365
REMOVED: j=1, ConnectedColor:16,155,52, XY:194,371
REMOVED: j=1, ConnectedColor:16,155,52, XY:195,372
REMOVED: j=1, ConnectedColor:16,155,52, XY:196,373
REMOVED: j=1, ConnectedColor:16,155,52, XY:196,375
REMOVED: j=1, ConnectedColor:16,155,52, XY:196,375
REMOVED: j=1, ConnectedColor:16,155,52, XY:197,375
REMOVED: j=1, ConnectedColor:16,155,52, XY:198,376
REMOVED: j=1, ConnectedColor:16,155,52, XY:199,377
REMOVED: j=1, ConnectedColor:16,155,52, XY:200,379
REMOVED: j=1, ConnectedColor:16,155,52, XY:201,380
REMOVED: j=1, ConnectedColor:16,155,52, XY:202,381
REMOVED: j=1, ConnectedColor:16,155,52, XY:203,383
REMOVED: j=1, ConnectedColor:16,155,52, XY:204,385
REMOVED: j=1, ConnectedColor:16,155,52, XY:205,386
REMOVED: j=1, ConnectedColor:16,155,52, XY:206,387
REMOVED: j=1, ConnectedColor:16,155,52, XY:207,388
REMOVED: j=1, ConnectedColor:16,155,52, XY:208,389
REMOVED: j=1, ConnectedColor:16,155,52, XY:209,390
REMOVED: j=1, ConnectedColor:16,155,52, XY:210,392
REMOVED: j=1, ConnectedColor:16,155,52, XY:211,393
REMOVED: j=1, ConnectedColor:16,155,52, XY:212,394
REMOVED: j=1, ConnectedColor:16,155,52, XY:213,395
REMOVED: j=1, ConnectedColor:16,155,52, XY:214,396
REMOVED: j=1, ConnectedColor:16,155,52, XY:215,397
REMOVED: j=1, ConnectedColor:16,155,52, XY:216,398
REMOVED: j=1, ConnectedColor:16,155,52, XY:217,399
REMOVED: j=1, ConnectedColor:16,155,52, XY:218,400
REMOVED: j=1, ConnectedColor:16,155,52, XY:219,401
REMOVED: j=1, ConnectedColor:16,155,52, XY:220,402
REMOVED: j=1, ConnectedColor:16,155,52, XY:221,403
REMOVED: j=1, ConnectedColor:16,155,52, XY:222,404
REMOVED: j=1, ConnectedColor:16,155,52, XY:223,405
REMOVED: j=1, ConnectedColor:16,155,52, XY:224,406
REMOVED: j=1, ConnectedColor:16,155,52, XY:225,406
REMOVED: j=1, ConnectedColor:16,155,52, XY:226,407
REMOVED: j=1, ConnectedColor:16,155,52, XY:227,408
REMOVED: j=1, ConnectedColor:16,155,52, XY:228,409
REMOVED: j=1, ConnectedColor:16,155,52, XY:229,410
REMOVED: j=1, ConnectedColor:16,155,52, XY:230,411
REMOVED: j=1, ConnectedColor:16,155,52, XY:231,411
REMOVED: j=1, ConnectedColor:16,155,52, XY:232,412
REMOVED: j=1, ConnectedColor:16,155,52, XY:233,413
REMOVED: j=1, ConnectedColor:16,155,52, XY:234,414
REMOVED: j=1, ConnectedColor:16,155,52, XY:235,415
REMOVED: j=1, ConnectedColor:16,155,52, XY:236,416
REMOVED: j=1, ConnectedColor:16,155,52, XY:237,416
REMOVED: j=1, ConnectedColor:16,155,52, XY:238,417
REMOVED: j=1, ConnectedColor:16,155,52, XY:239,418
REMOVED: j=1, ConnectedColor:16,155,52, XY:240,418
REMOVED: j=1, ConnectedColor:16,155,52, XY:241,419
REMOVED: j=1, ConnectedColor:16,155,52, XY:242,420
